32.00,611.9E-3
37.74,617.1E-3
43.47,620.4E-3
49.21,622.5E-3
54.95,624.0E-3
60.69,625.2E-3
66.42,626.0E-3
72.16,626.6E-3
77.90,627.1E-3
83.64,627.5E-3
89.37,627.9E-3
95.11,628.1E-3
100.8,628.4E-3
106.6,628.5E-3
112.3,628.7E-3
118.1,628.8E-3
123.8,629.0E-3
129.5,629.1E-3
135.3,629.2E-3
141.0,629.2E-3
146.7,629.3E-3
152.5,629.4E-3
158.2,629.4E-3
164.0,629.5E-3
169.7,629.5E-3
175.4,629.6E-3
181.2,629.6E-3
186.9,629.6E-3
192.6,629.7E-3
198.4,629.7E-3
204.1,629.7E-3
209.9,629.7E-3
215.6,629.8E-3
221.3,629.8E-3
227.1,629.8E-3
232.8,629.8E-3
238.5,629.8E-3
244.3,629.8E-3
250.0,629.8E-3
255.8,629.9E-3
261.5,629.9E-3
267.2,629.9E-3
273.0,629.9E-3
278.7,629.9E-3
284.4,629.9E-3
290.2,629.9E-3
295.9,629.9E-3
301.7,629.9E-3
307.4,629.9E-3
313.1,629.9E-3
318.9,629.9E-3
324.6,629.9E-3
330.3,629.9E-3
336.1,629.9E-3
341.8,629.9E-3
347.6,630.0E-3
353.3,630.0E-3
359.0,630.0E-3
364.8,630.0E-3
370.5,630.0E-3
376.2,630.0E-3
382.0,630.0E-3
387.7,630.0E-3
393.5,630.0E-3
399.2,630.0E-3
404.9,630.0E-3
410.7,630.0E-3
416.4,630.0E-3
422.1,630.0E-3
427.9,630.0E-3
433.6,630.0E-3
439.4,630.0E-3
445.1,630.0E-3
450.8,630.0E-3
456.6,630.0E-3
462.3,630.0E-3
468.0,630.0E-3
473.8,630.0E-3
479.5,630.0E-3
485.3,630.0E-3
491.0,630.0E-3
496.7,630.0E-3
502.5,630.0E-3
508.2,630.0E-3
513.9,630.0E-3
519.7,630.0E-3
525.4,630.0E-3
531.2,630.0E-3
536.9,630.0E-3
542.6,630.0E-3
548.4,630.0E-3
554.1,630.0E-3
559.8,630.0E-3
565.6,630.0E-3
571.3,630.0E-3
577.1,630.0E-3
582.8,630.0E-3
588.5,630.0E-3
594.3,630.0E-3
600.0,630.0E-3
